// Move to data/assets_data.csv
asset_id,category,type,state,city,condition,purchase_date,last_maintenance_date,next_maintenance_due,usage_hours,assigned_officer,remarks,serial_number,caliber,ammunition_count,assigned_unit,ip_address,firmware_version,os_version,vendor,warranty_expiry,license_plate,fuel_type,assigned_station,mileage_km,battery_health,connectivity,storage_capacity
AST246138,Weapons,M16A4,Sabah,Sandakan,Good,2020-01-29,2020-11-01,2021-05-17,3698.0,Sharifah,Firmware outdated,WW079666,.38 Special,42.0,Special Branch,,,,,,,,,,,,
AST565937,ICT Assets,Windows Server 2019,Pahang,Bentong,Damaged,2021-06-30,2021-11-20,2022-07-22,4707.0,Azhar,Requires software upgrade,,,,,192.168.171.225,v1.8.8,v9.3,Microsoft,2025-07-05,,,,,,,
EQP938213,Vehicles,Yamaha R25 Motorcycle,Penang,Balik Pulau,Damaged,2015-12-07,2016-04-26,2016-09-09,,Zaitun,Camera lens scratched,,,,,,,,,,NS 7864 D,Diesel,Balik Pulau District Office,52980.0,,,
AST683903,Devices,Dahua CCTV,Sarawak,Sibu,Good,2015-02-26,2015-04-24,2015-08-11,2615.0,Khadijah,Performance optimal,,,,,,v8.5,,,,,,,,78%,WiFi,256GB
EQP353835,Weapons,Glock 19,Terengganu,Kemaman,Needs Action,2018-02-08,2018-05-19,2019-04-03,3261.0,Kamal,Scheduled for maintenance,WQ533164,.22 LR,83.0,Criminal Investigation,,,,,,,,,,,,
EQP165410,Vehicles,Honda CBX Motorcycle,Melaka,Jasin,Good,2020-06-14,2021-04-03,2021-12-08,,Siti Nurhaliza,Scheduled for maintenance,,,,,,,,,,WC 5674 A,Diesel,Jasin HQ,144036.0,,,
PDM530777,ICT Assets,iPad Tablet,Pahang,Temerloh,Needs Action,2017-07-23,2018-01-05,2018-08-23,2423.0,Azhar,Hardware replacement needed,,,,,10.0.80.113,v3.9.8,v8.4,Apple,2019-04-25,,,,,,,
AST123617,Weapons,MP5,Kedah,Sungai Petani,Damaged,2018-10-10,2018-12-19,2019-10-03,121.0,Sharifah,Software update pending,EP121365,7.62mm,65.0,Special Branch,,,,,,,,,,,,
AST821497,Weapons,M16A4,Sabah,Lahad Datu,Needs Action,2017-10-27,2017-12-17,2018-06-05,1513.0,Kamal,Software update pending,SR092621,.45 ACP,72.0,Narcotics Division,,,,,,,,,,,,
PDM244563,ICT Assets,HP Laptop,Sarawak,Bintulu,Damaged,2018-06-21,2019-02-28,2019-10-18,8183.0,Syafiq,Regular inspection due,,,,,172.16.93.225,v2.8.3,v10.4,HP,2021-03-13,,,,,,,
PDM341274,Devices,Motorola VB400,Pahang,Kuantan,Good,2020-12-02,2021-09-25,2022-07-22,983.0,Mansor,Needs calibration,,,,,,v8.6,,,,,,,,85%,5G,512GB
EQP312588,Weapons,Glock 19,Penang,George Town,Good,2023-02-05,2024-01-17,2024-10-30,3719.0,Zaitun,Regular inspection due,JO808254,7.62mm,164.0,Traffic Police,,,,,,,,,,,,
AST997729,Vehicles,Logistics Lorry,Sarawak,Miri,Needs Action,2016-04-26,2016-06-14,2016-10-05,,Normah,Scheduled for maintenance,,,,,,,,,,WB 3546 A,Diesel,Miri District Office,182480.0,,,
EQP321219,Vehicles,Toyota Hilux,Negeri Sembilan,Nilai,Damaged,2015-08-26,2015-11-26,2016-09-17,,Suraya,Camera lens scratched,,,,,,,,,,KD 5536 C,Electric,Nilai HQ,189391.0,,,
EQP516844,Vehicles,Toyota Hilux,Kuala Lumpur,Kepong,Good,2016-04-17,2016-08-06,2017-04-08,,Baharuddin,Regular maintenance completed,,,,,,,,,,KD 2359 D,Electric,Kepong District Office,39753.0,,,
PDM846645,Vehicles,Toyota Hilux,Kuala Lumpur,Kuala Lumpur,Damaged,2017-09-23,2018-07-09,2019-03-14,,Aminah,Needs calibration,,,,,,,,,,KD 9211 F,Electric,Kuala Lumpur District Office,154683.0,,,
AST407395,Weapons,Sig Sauer P226,Kedah,Langkawi,Needs Action,2022-09-26,2023-02-15,2024-01-22,4130.0,Siti Nurhaliza,Needs calibration,IE765696,.38 Special,22.0,Traffic Police,,,,,,,,,,,,
PDM377588,Weapons,Baton,Melaka,Melaka City,Needs Action,2024-09-09,2025-03-11,2026-02-17,2363.0,Fauziah,Regular maintenance completed,IZ047128,.45 ACP,163.0,Mobile Patrol Force,,,,,,,,,,,,
AST738669,Vehicles,Yamaha R25 Motorcycle,Johor,Johor Bahru,Damaged,2021-04-18,2021-10-08,2022-02-24,,Zarina,Software update pending,,,,,,,,,,NS 7703 K,Petrol,Johor Bahru HQ,4542.0,,,
AST876713,ICT Assets,iPad Tablet,Melaka,Melaka City,Good,2017-08-07,2018-05-10,2018-12-27,8286.0,Khadijah,Requires cleaning,,,,,172.16.192.151,v3.2.2,v9.1,Apple,2019-04-05,,,,,,,
PDM121561,Weapons,M4 Carbine,Kedah,Alor Setar,Good,2019-03-23,2019-07-18,2020-03-23,3959.0,Aisyah,Camera lens scratched,EP682767,.38 Special,180.0,Mobile Patrol Force,,,,,,,,,,,,
AST774304,Vehicles,Proton X70,Sabah,Tawau,Damaged,2017-10-04,2018-06-01,2019-03-17,,Ramlah,Engine overheating,,,,,,,,,,WA 2601 H,Diesel,Tawau Police Station,144703.0,,,
AST774245,Weapons,Sig Sauer P226,Selangor,Klang,Damaged,2020-03-27,2020-11-09,2021-08-23,1910.0,Omar,Battery degradation,SU148143,.45 ACP,114.0,Patrol Unit,,,,,,,,,,,,
PDM757606,Vehicles,Yamaha R25 Motorcycle,Penang,George Town,Needs Action,2023-03-27,2023-11-20,2024-06-18,,Yusof,Scheduled for maintenance,,,,,,,,,,WC 7380 B,Diesel,George Town HQ,123421.0,,,
EQP180630,ICT Assets,SAN Storage,Putrajaya,Presint 8,Damaged,2019-05-13,2019-08-15,2019-11-13,4842.0,Hamid,Engine overheating,,,,,10.0.15.64,v4.7.1,v12.5,Dell EMC,2024-05-08,,,,,,,
PDM477987,Vehicles,Proton X70,Putrajaya,Presint 15,Damaged,2024-08-16,2024-09-28,2025-02-03,,Rosnah,Requires cleaning,,,,,,,,,,NS 6657 C,Hybrid,Presint 15 Police Station,72380.0,,,
PDM239993,ICT Assets,Canon Printer,Putrajaya,Presint 8,Good,2023-11-17,2024-06-14,2025-03-19,7203.0,Ibrahim,No issues,,,,,192.168.139.254,v3.6.3,v8.4,Canon,2027-02-16,,,,,,,
EQP184106,Devices,Motorola APX Radio,Kedah,Langkawi,Needs Action,2021-10-19,2022-07-30,2023-07-21,2571.0,Rashid,Requires cleaning,,,,,,v9.6,,,,,,,,74%,USB,32GB
EQP300504,ICT Assets,HP Laptop,Putrajaya,Presint 8,Damaged,2019-10-25,2020-01-02,2020-12-14,4430.0,Fatimah,Requires software upgrade,,,,,10.0.215.181,v5.6.3,v12.3,HP,2022-10-06,,,,,,,
AST206102,ICT Assets,iPad Tablet,Terengganu,Dungun,Needs Action,2016-05-26,2016-12-02,2017-06-01,2451.0,Razak,Hardware replacement needed,,,,,192.168.164.139,v3.7.0,v11.1,Apple,2019-07-23,,,,,,,
AST629510,ICT Assets,Cisco ISR Router,Sabah,Lahad Datu,Good,2018-08-24,2019-02-19,2020-02-19,2300.0,Fatimah,Engine overheating,,,,,172.16.121.232,v3.3.9,v12.5,Cisco,2023-03-11,,,,,,,
AST412719,Weapons,Glock 19,Sarawak,Kuching,Needs Action,2016-08-01,2016-09-12,2017-05-09,2142.0,Omar,Regular maintenance completed,EG886117,.357 Magnum,5.0,Patrol Unit,,,,,,,,,,,,
AST473013,ICT Assets,Palo Alto Firewall,Sarawak,Miri,Good,2016-07-11,2016-10-01,2017-03-05,7430.0,Haslinda,Storage capacity low,,,,,172.16.226.229,v2.0.5,v12.5,Palo Alto,2021-01-26,,,,,,,
EQP410471,Vehicles,Yamaha R25 Motorcycle,Sarawak,Bintulu,Good,2015-05-26,2016-03-28,2016-12-20,,Farid,Software update pending,,,,,,,,,,NS 6336 A,Electric,Bintulu HQ,106102.0,,,
EQP534406,ICT Assets,Cisco Catalyst Switch,Penang,Butterworth,Damaged,2021-04-30,2021-11-24,2022-08-19,7587.0,Rashid,Minor wear and tear,,,,,192.168.124.87,v5.1.9,v8.5,Cisco,2023-07-01,,,,,,,
EQP179013,Weapons,Glock 19,Sarawak,Miri,Good,2016-12-11,2017-11-14,2018-05-01,4147.0,Khadijah,Firmware outdated,RW693934,.357 Magnum,113.0,Cybercrime Unit,,,,,,,,,,,,
EQP900062,Vehicles,Yamaha R25 Motorcycle,Kuala Lumpur,Bangsar,Damaged,2025-09-01,2025-08-13,2026-04-28,,Aisyah,Battery replacement needed,,,,,,,,,,WB 8501 G,Diesel,Bangsar District Office,34201.0,,,
EQP868768,Weapons,Sig Sauer P226,Sarawak,Miri,Damaged,2020-03-01,2020-12-09,2021-05-11,2947.0,Omar,Camera lens scratched,YD728226,.357 Magnum,41.0,Criminal Investigation,,,,,,,,,,,,
EQP336426,Weapons,Glock 19,Negeri Sembilan,Bahau,Damaged,2020-02-26,2021-01-13,2021-10-29,1604.0,Nurul,Battery replacement needed,YF249533,.22 LR,182.0,Patrol Unit,,,,,,,,,,,,
PDM297003,Vehicles,Toyota Hilux,Sabah,Sandakan,Needs Action,2023-09-25,2024-09-15,2025-01-15,,Aisyah,Engine overheating,,,,,,,,,,JH 6608 G,Petrol,Sandakan HQ,176422.0,,,
AST145799,Weapons,Walther P99,Selangor,Klang,Good,2017-02-23,2018-02-09,2018-12-15,3146.0,Farid,Battery degradation,MV062275,5.56mm,161.0,Patrol Unit,,,,,,,,,,,,
PDM242518,ICT Assets,HP Laptop,Kuala Lumpur,Kuala Lumpur,Good,2016-07-13,2016-12-24,2017-06-28,4466.0,Mohd Azlan,Firmware outdated,,,,,10.0.102.39,v5.9.8,v8.5,HP,2019-07-13,,,,,,,
PDM729895,Weapons,HK416,Selangor,Shah Alam,Needs Action,2023-05-29,2023-09-27,2024-09-13,2787.0,Aminah,Engine overheating,HS685071,.357 Magnum,127.0,Special Branch,,,,,,,,,,,,
PDM577736,Weapons,Baton,Sarawak,Bintulu,Needs Action,2019-03-06,2020-01-15,2020-12-04,474.0,Khadijah,Requires software upgrade,VM555461,.22 LR,186.0,Traffic Police,,,,,,,,,,,,
EQP257796,Weapons,MP5,Negeri Sembilan,Nilai,Needs Action,2024-12-24,2025-08-12,2025-12-06,3528.0,Hamid,Performance optimal,OM359926,.22 LR,18.0,Anti-Vice Unit,,,,,,,,,,,,
PDM451902,ICT Assets,HP Aruba Switch,Selangor,Subang Jaya,Good,2025-08-17,2025-08-06,2026-03-08,7350.0,Zarina,Firmware outdated,,,,,172.16.184.245,v5.5.1,v11.5,HP,2029-06-27,,,,,,,
EQP890369,ICT Assets,Malware Threat Management,Melaka,Melaka City,Needs Action,2016-07-18,2016-11-19,2017-05-26,6470.0,Zaitun,Engine overheating,,,,,172.16.187.35,v4.5.0,v11.5,Symantec,2020-04-08,,,,,,,
AST434796,Weapons,M4 Carbine,Negeri Sembilan,Seremban,Good,2019-07-02,2020-03-10,2021-01-03,2275.0,Suraya,Regular inspection due,ZZ025462,.38 Special,13.0,Traffic Police,,,,,,,,,,,,
AST648601,Devices,Dahua CCTV,Putrajaya,Presint 1,Needs Action,2023-03-08,2023-07-05,2024-01-29,1683.0,Omar,Requires software upgrade,,,,,,v3.4,,,,,,,,75%,USB,256GB
AST150244,Weapons,M16A4,Kedah,Alor Setar,Damaged,2017-09-22,2018-02-01,2018-06-21,2320.0,Hamid,Hardware replacement needed,AJ851125,.357 Magnum,168.0,Patrol Unit,,,,,,,,,,,,
PDM447034,Weapons,Remington 870,Terengganu,Kemaman,Damaged,2018-09-14,2018-11-21,2019-05-17,4612.0,Hakim,Battery replacement needed,LP604311,.357 Magnum,150.0,Special Branch,,,,,,,,,,,,
AST369705,Weapons,Revolver .38 Special,Kuala Lumpur,Cheras,Good,2016-08-14,2017-02-06,2017-08-04,3115.0,Noraini,Battery replacement needed,UD475248,.38 Special,53.0,Anti-Vice Unit,,,,,,,,,,,,
PDM498177,Devices,Motorola APX Radio,Sarawak,Miri,Needs Action,2019-03-05,2019-08-06,2020-03-10,332.0,Kamarul,Software update pending,,,,,,v7.6,,,,,,,,73%,4G,256GB
AST862128,Vehicles,Yamaha R25 Motorcycle,Kuala Lumpur,Kuala Lumpur,Damaged,2015-04-28,2015-10-02,2016-04-27,,Ahmad Faiz,Needs calibration,,,,,,,,,,TR 8476 B,Electric,Kuala Lumpur Police Station,53016.0,,,
AST708461,Vehicles,Honda Civic,Melaka,Ayer Keroh,Needs Action,2019-06-11,2020-03-15,2020-10-20,,Abdul Rahman,Battery replacement needed,,,,,,,,,,TR 6801 K,Electric,Ayer Keroh HQ,161073.0,,,
EQP764778,Devices,Hikvision CCTV,Selangor,Klang,Damaged,2017-10-05,2018-09-14,2019-03-25,1424.0,Noraini,Hardware replacement needed,,,,,,v3.6,,,,,,,,91%,5G,256GB
AST519016,Weapons,Glock 19,Kelantan,Tanah Merah,Damaged,2020-02-29,2021-01-17,2021-11-08,198.0,Ahmad Faiz,Software update pending,MI512341,7.62mm,2.0,Patrol Unit,,,,,,,,,,,,
EQP658411,Weapons,Baton,Melaka,Melaka City,Good,2018-12-09,2019-11-03,2020-07-31,1443.0,Ismail,Battery replacement needed,US535511,.38 Special,25.0,Criminal Investigation,,,,,,,,,,,,
AST505999,Devices,Motorola VB400,Penang,George Town,Good,2021-12-26,2022-10-27,2023-05-23,1001.0,Rashid,Camera lens scratched,,,,,,v7.0,,,,,,,,94%,Bluetooth,32GB
PDM309460,Vehicles,Staff Bus,Kuala Lumpur,Kuala Lumpur,Needs Action,2023-05-08,2024-03-22,2024-08-22,,Kamal,Regular inspection due,,,,,,,,,,WA 9257 C,Electric,Kuala Lumpur District Office,92604.0,,,
PDM535244,Vehicles,Honda Civic,Melaka,Alor Gajah,Needs Action,2020-07-19,2020-12-04,2021-03-28,,Halimah,Hardware replacement needed,,,,,,,,,,KL 7523 H,Electric,Alor Gajah HQ,77031.0,,,
PDM103710,ICT Assets,NAS Storage,Negeri Sembilan,Seremban,Needs Action,2018-04-16,2019-03-31,2020-02-04,8251.0,Normah,Requires software upgrade,,,,,192.168.93.132,v2.3.7,v11.3,Synology,2021-01-17,,,,,,,
EQP349783,Vehicles,Yamaha R25 Motorcycle,Terengganu,Dungun,Damaged,2021-10-26,2021-12-20,2022-12-09,,Rohani,Scheduled for maintenance,,,,,,,,,,KD 9424 K,Petrol,Dungun Police Station,33758.0,,,
PDM177644,Vehicles,Honda CBX Motorcycle,Putrajaya,Presint 8,Damaged,2025-02-22,2025-07-29,2026-01-23,,Rosnah,Storage capacity low,,,,,,,,,,WB 1578 G,Diesel,Presint 8 District Office,79496.0,,,
EQP558917,Vehicles,Proton Wira,Selangor,Subang Jaya,Damaged,2017-12-22,2018-08-08,2019-03-24,,Ibrahim,Requires software upgrade,,,,,,,,,,KL 3440 D,Electric,Subang Jaya Police Station,46813.0,,,
AST647254,Devices,Motorola VB400,Johor,Skudai,Damaged,2022-12-24,2023-10-23,2024-08-26,878.0,Rashid,Battery degradation,,,,,,v9.0,,,,,,,,98%,Ethernet,128GB
PDM550823,Vehicles,Transport Truck,Terengganu,Dungun,Damaged,2024-09-11,2025-07-30,2026-07-06,,Kamal,Storage capacity low,,,,,,,,,,PN 6575 E,Hybrid,Dungun HQ,40788.0,,,
PDM372176,ICT Assets,iPad Tablet,Terengganu,Chukai,Damaged,2016-04-14,2016-06-30,2017-01-28,3168.0,Ahmad Faiz,Requires cleaning,,,,,10.0.197.238,v1.6.2,v9.0,Apple,2019-10-28,,,,,,,
PDM384373,Vehicles,Honda Civic,Perak,Kampar,Needs Action,2025-08-17,2025-08-08,2026-02-04,,Khadijah,Performance optimal,,,,,,,,,,WA 8307 B,Hybrid,Kampar District Office,61578.0,,,
PDM897650,ICT Assets,VMware ESXi,Kelantan,Machang,Damaged,2016-06-24,2017-01-23,2017-05-09,2602.0,Azhar,Storage capacity low,,,,,192.168.178.199,v3.2.5,v10.3,VMware,2017-11-14,,,,,,,
AST179975,Weapons,Sig Sauer P226,Kuala Lumpur,Kuala Lumpur,Good,2023-12-21,2024-02-14,2024-07-27,3129.0,Noraini,Regular maintenance completed,KP002008,.45 ACP,168.0,Special Branch,,,,,,,,,,,,
EQP825907,Weapons,M4 Carbine,Selangor,Subang Jaya,Damaged,2015-05-06,2015-08-18,2016-04-02,3859.0,Kamarul,Hardware replacement needed,VC295229,9mm,104.0,Mobile Patrol Force,,,,,,,,,,,,
EQP279737,Vehicles,Proton Wira,Terengganu,Chukai,Good,2024-06-03,2024-10-31,2025-05-31,,Fauziah,Camera lens scratched,,,,,,,,,,ML 7033 C,Petrol,Chukai Police Station,51656.0,,,
EQP691239,Vehicles,Proton Wira,Sarawak,Sibu,Good,2021-03-16,2022-01-04,2022-04-24,,Razak,Hardware replacement needed,,,,,,,,,,PH 9717 H,Diesel,Sibu District Office,106382.0,,,
PDM900423,Vehicles,Proton Wira,Melaka,Jasin,Damaged,2016-03-12,2017-02-07,2017-10-22,,Syafiq,Regular inspection due,,,,,,,,,,NS 3760 A,Electric,Jasin Police Station,56307.0,,,
EQP772914,Vehicles,Transport Truck,Kedah,Sungai Petani,Damaged,2023-08-13,2024-01-05,2024-04-27,,Sarah,Battery replacement needed,,,,,,,,,,NS 9604 E,Electric,Sungai Petani District Office,57369.0,,,
EQP691707,Vehicles,Toyota Hilux,Perak,Kampar,Needs Action,2017-07-30,2018-01-08,2018-07-22,,Suraya,Regular maintenance completed,,,,,,,,,,WC 5446 H,Diesel,Kampar District Office,23588.0,,,
AST770296,ICT Assets,Fortinet Firewall,Melaka,Ayer Keroh,Damaged,2020-08-10,2020-09-09,2021-04-12,1575.0,Fauziah,No issues,,,,,172.16.236.129,v5.7.8,v11.3,Fortinet,2024-06-09,,,,,,,
PDM544712,Weapons,MP5,Melaka,Jasin,Needs Action,2021-10-04,2021-12-28,2022-06-18,2765.0,Ahmad Faiz,Requires cleaning,CI658846,5.56mm,22.0,Mobile Patrol Force,,,,,,,,,,,,
EQP583763,ICT Assets,Windows Server 2019,Penang,George Town,Good,2016-12-09,2017-05-27,2018-03-10,2301.0,Normah,Firmware outdated,,,,,192.168.76.144,v5.2.6,v9.5,Microsoft,2018-09-19,,,,,,,
EQP357622,Weapons,M4 Carbine,Sarawak,Kuching,Damaged,2020-02-13,2020-08-23,2021-01-06,1115.0,Azmi,Requires cleaning,UG599035,5.56mm,155.0,Criminal Investigation,,,,,,,,,,,,
AST567164,ICT Assets,HP Laptop,Pahang,Temerloh,Needs Action,2025-10-05,2025-07-29,2025-11-13,4802.0,Siti Nurhaliza,Storage capacity low,,,,,10.0.186.230,v2.2.4,v10.1,HP,2029-02-07,,,,,,,
AST246640,ICT Assets,Linux RHEL Server,Kuala Lumpur,Cheras,Good,2025-02-18,2025-04-04,2026-03-05,4251.0,Haslinda,Engine overheating,,,,,192.168.168.151,v4.4.1,v11.0,Red Hat,2029-03-01,,,,,,,
PDM927268,Weapons,Taser,Putrajaya,Presint 8,Good,2017-02-27,2017-12-11,2018-11-29,2114.0,Khadijah,Performance optimal,RP588774,.45 ACP,107.0,Narcotics Division,,,,,,,,,,,,
PDM258262,Weapons,Glock 19,Negeri Sembilan,Bahau,Good,2018-09-13,2019-06-19,2020-01-05,3109.0,Razak,Battery degradation,JF295649,.357 Magnum,22.0,Cybercrime Unit,,,,,,,,,,,,
PDM920191,Vehicles,Honda CBX Motorcycle,Perak,Ipoh,Needs Action,2019-05-16,2019-09-12,2020-08-02,,Kamarul,Firmware outdated,,,,,,,,,,NS 9929 C,Diesel,Ipoh Police Station,153441.0,,,
PDM234228,Weapons,Taser,Sabah,Tawau,Good,2025-03-18,2025-08-10,2026-05-02,396.0,Noraini,Requires cleaning,JW502775,.22 LR,137.0,Special Branch,,,,,,,,,,,,
EQP226924,Vehicles,Proton X70,Kedah,Alor Setar,Damaged,2024-11-23,2025-04-06,2025-08-21,,Kamal,No issues,,,,,,,,,,TR 4561 E,Hybrid,Alor Setar Police Station,134738.0,,,
AST122698,ICT Assets,iPad Tablet,Sarawak,Kuching,Good,2020-07-21,2021-03-29,2021-11-10,5723.0,Nurul,Requires software upgrade,,,,,172.16.20.13,v5.9.8,v12.1,Apple,2022-08-09,,,,,,,
EQP826806,Vehicles,Proton Wira,Kedah,Kulim,Good,2017-04-04,2017-07-10,2017-10-17,,Rohani,Battery degradation,,,,,,,,,,PH 9759 K,Hybrid,Kulim HQ,110510.0,,,
PDM579585,Weapons,Revolver .38 Special,Johor,Skudai,Needs Action,2015-06-08,2016-01-28,2016-08-21,2927.0,Abdul Rahman,Firmware outdated,MA250172,.45 ACP,20.0,Narcotics Division,,,,,,,,,,,,
AST879173,Weapons,Glock 19,Perak,Kampar,Damaged,2023-12-27,2024-08-19,2025-04-18,3529.0,Ismail,No issues,SR270133,.38 Special,62.0,Narcotics Division,,,,,,,,,,,,
AST162200,Weapons,HK416,Melaka,Ayer Keroh,Needs Action,2022-07-05,2022-08-05,2023-04-26,2676.0,Azhar,Minor wear and tear,NQ920477,.357 Magnum,29.0,Anti-Vice Unit,,,,,,,,,,,,
PDM812656,ICT Assets,Fortinet Firewall,Sarawak,Miri,Good,2020-09-22,2021-03-06,2021-09-06,2648.0,Razak,Engine overheating,,,,,172.16.253.45,v5.2.0,v12.1,Fortinet,2025-01-16,,,,,,,
EQP304516,Weapons,Taser,Melaka,Alor Gajah,Needs Action,2016-09-18,2017-02-03,2018-01-27,2279.0,Azmi,Requires software upgrade,LU604150,.22 LR,169.0,Traffic Police,,,,,,,,,,,,
AST554953,Weapons,Revolver .38 Special,Negeri Sembilan,Nilai,Good,2023-12-10,2024-03-04,2024-10-11,2375.0,Aminah,Engine overheating,QK232794,7.62mm,133.0,Anti-Vice Unit,,,,,,,,,,,,
AST807323,Devices,Dahua CCTV,Negeri Sembilan,Nilai,Needs Action,2022-12-17,2023-06-05,2023-11-29,931.0,Ibrahim,Requires software upgrade,,,,,,v1.8,,,,,,,,71%,5G,16GB
EQP931230,Vehicles,Toyota Hilux,Penang,George Town,Damaged,2022-09-21,2022-10-29,2023-08-15,,Rosnah,Needs calibration,,,,,,,,,,WB 2225 B,Petrol,George Town District Office,180202.0,,,
AST867098,Weapons,M16A4,Pahang,Jerantut,Good,2016-11-26,2017-09-22,2017-12-24,526.0,Aisyah,Engine overheating,BZ475468,.38 Special,45.0,Narcotics Division,,,,,,,,,,,,
EQP985165,Weapons,Taser,Selangor,Petaling Jaya,Good,2024-01-02,2024-07-07,2025-01-26,475.0,Ismail,No issues,VB705483,9mm,198.0,Narcotics Division,,,,,,,,,,,,
AST622732,Weapons,Sig Sauer P226,Kedah,Alor Setar,Good,2021-09-23,2022-01-26,2022-12-14,2035.0,Mansor,Firmware outdated,TV665782,.38 Special,102.0,Criminal Investigation,,,,,,,,,,,,
AST329266,Weapons,Taser,Perak,Sitiawan,Good,2021-11-07,2022-03-02,2022-06-12,2243.0,Fatimah,Requires cleaning,IW135503,9mm,10.0,Traffic Police,,,,,,,,,,,,
AST980093,Weapons,Glock 19,Penang,George Town,Damaged,2019-11-17,2020-04-22,2021-04-20,2532.0,Azhar,Minor wear and tear,LH295421,7.62mm,10.0,Traffic Police,,,,,,,,,,,,
PDM383810,Vehicles,Toyota Hilux,Kelantan,Kota Bharu,Needs Action,2015-04-09,2016-02-08,2016-10-10,,Hakim,Minor wear and tear,,,,,,,,,,PH 5702 A,Electric,Kota Bharu District Office,29096.0,,,
AST833722,Weapons,Walther P99,Johor,Muar,Good,2024-10-22,2025-07-28,2025-12-27,3905.0,Ramlah,No issues,GM013368,.38 Special,56.0,Special Branch,,,,,,,,,,,,
EQP502282,ICT Assets,Cisco Catalyst Switch,Kedah,Alor Setar,Needs Action,2020-05-21,2020-07-22,2021-01-28,2696.0,Azhar,Camera lens scratched,,,,,10.0.40.68,v4.7.8,v8.2,Cisco,2025-05-09,,,,,,,
AST152278,Vehicles,Proton X70,Kuala Lumpur,Kuala Lumpur,Damaged,2019-05-27,2020-04-27,2020-12-05,,Noraini,Hardware replacement needed,,,,,,,,,,NS 8977 E,Electric,Kuala Lumpur District Office,125019.0,,,
AST215265,Vehicles,Proton Wira,Penang,Balik Pulau,Damaged,2024-10-03,2025-05-09,2026-03-09,,Khadijah,Software update pending,,,,,,,,,,TR 9254 E,Electric,Balik Pulau District Office,92459.0,,,
PDM323877,Vehicles,Proton Wira,Johor,Batu Pahat,Good,2020-07-22,2021-01-24,2021-12-11,,Razak,Software update pending,,,,,,,,,,KB 7594 G,Electric,Batu Pahat Police Station,174104.0,,,
AST994156,Weapons,Walther P99,Sarawak,Bintulu,Needs Action,2023-06-28,2023-09-22,2024-08-28,967.0,Suraya,Performance optimal,MM735733,5.56mm,5.0,Criminal Investigation,,,,,,,,,,,,
AST284187,ICT Assets,HP Laptop,Kuala Lumpur,Kepong,Needs Action,2024-05-06,2024-09-26,2025-09-09,1060.0,Noraini,Battery replacement needed,,,,,172.16.54.100,v4.9.2,v10.1,HP,2026-01-22,,,,,,,
PDM213297,Devices,Axon Body 3,Johor,Skudai,Good,2025-07-04,2025-08-06,2026-01-15,1285.0,Ibrahim,Camera lens scratched,,,,,,v5.5,,,,,,,,60%,4G,256GB
AST351257,Weapons,Remington 870,Kelantan,Pasir Mas,Needs Action,2023-07-17,2024-04-25,2025-03-03,4965.0,Ramlah,Regular maintenance completed,NR548253,5.56mm,114.0,Criminal Investigation,,,,,,,,,,,,
PDM730823,Weapons,HK416,Pahang,Jerantut,Needs Action,2015-05-14,2015-09-01,2016-06-06,1003.0,Fatimah,No issues,OB139347,.22 LR,200.0,Anti-Vice Unit,,,,,,,,,,,,
AST976786,Weapons,Walther P99,Kuala Lumpur,Kuala Lumpur,Needs Action,2024-03-15,2024-06-08,2024-10-05,3246.0,Sharifah,Firmware outdated,YU586835,.38 Special,61.0,Traffic Police,,,,,,,,,,,,
AST720970,Weapons,M16A4,Penang,Balik Pulau,Needs Action,2019-06-09,2019-07-23,2020-01-30,3285.0,Ahmad Faiz,Minor wear and tear,FT801813,.357 Magnum,29.0,Cybercrime Unit,,,,,,,,,,,,
EQP713069,ICT Assets,Huawei AR Router,Penang,George Town,Damaged,2023-08-25,2023-12-08,2024-11-26,3393.0,Azhar,No issues,,,,,10.0.155.247,v3.2.0,v12.4,Huawei,2025-03-23,,,,,,,
PDM821280,Weapons,Remington 870,Kedah,Kulim,Damaged,2020-03-31,2020-12-22,2021-05-21,3788.0,Fatimah,No issues,FE556194,.22 LR,37.0,Special Branch,,,,,,,,,,,,
AST543668,ICT Assets,HP Laptop,Sabah,Lahad Datu,Good,2020-01-22,2020-04-25,2020-09-25,2601.0,Ismail,Scheduled for maintenance,,,,,192.168.130.139,v4.7.1,v11.0,HP,2025-01-06,,,,,,,
PDM935516,ICT Assets,Malware Threat Management,Kedah,Sungai Petani,Damaged,2022-11-13,2022-12-28,2023-05-14,6175.0,Rashid,Storage capacity low,,,,,10.0.206.128,v5.8.3,v11.2,Symantec,2027-08-02,,,,,,,
EQP496582,Weapons,Revolver .38 Special,Penang,Balik Pulau,Needs Action,2015-04-26,2015-08-15,2016-06-15,138.0,Aminah,Needs calibration,HN320740,9mm,159.0,Mobile Patrol Force,,,,,,,,,,,,
AST934118,Devices,Axon Body 3,Terengganu,Chukai,Needs Action,2023-03-08,2023-12-01,2024-07-22,784.0,Halimah,Requires software upgrade,,,,,,v6.9,,,,,,,,63%,USB,256GB
AST452537,Weapons,Glock 19,Johor,Skudai,Good,2019-07-11,2020-04-13,2020-09-20,4692.0,Halimah,Needs calibration,DB037584,.22 LR,16.0,Patrol Unit,,,,,,,,,,,,
